### 2009 (2)
SHAWNEE ll FLOW AND RAINFALL SUMMARY 2009																			 SHAWNEE ll FLOW AND RAINFALL SUMMARY 2009
DATE	JAN MGD	JAN PRECIP		FEB MGD	FEB PRECIP		MARCH MGD	MARCH PRECIP		APRIL MGD	APRIL PRECIP		MAY MGD	MAY PRECIP		JUNE MGD	JUNE PRECIP		DATE	JULY MGD	JULY PRECIP		AUG MGD	AUG PRECIP		SEPT MGD	SEPT PRECIP		OCT MGD	OCT PRECIP		NOV MGD	NOV PRECIP		DEC MGD	DEC PRECIP
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
SUM	0	0		0	0		0	0		0	0		0	0		0	0		SUM	0	0		0	0		0	0		0	0		0	0		0	0
AVG 	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		AVG 	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!
MAX	0	0		0	0		0	0		0	0		0	0		0	0		MAX	0	0		0	0		0	0		0	0		0	0		0	0
MIN	0	0		0	0		0	0		0	0		0	0		0	0		MIN	0	0		0	0		0	0		0	0		0	0		0	0
Blue cell indicates day when new flow meter was put into service
Red cells indicates months where average flows were below 2.0 MGD																			Red cells indicates months where average flows were below 2.0 MGD
Orange cells indicates days where violations occurred due to high flow																			Orange cells indicates days where violations occurred due to high flow

### Total Avg. flows
Shawnee II Flow Summary and Monthly Rainfall
Year	Month	Avg. Monthly Flow in MGD	Total Monthly Precip. in inches		Avg.	Avg. of 12 mo. Avg.
2001	January	1.876	1.45		1.876
2001	February	2.525	3.1		2.525
2001	March	1.954	2.05		1.954
2001	April	2.646	3.75		2.646
2001	May	2.568	6.6		2.568
2001	June	2.057	2.45		2.057
2001	July	1.657	2.6		1.657
2001	August	1.723	4.05		1.723
2001	September	1.816	4.7		1.816
2001	October	2.452	10.1		2.452
2001	November	1.655	3.05		1.655
2001	December	2.291	4.05		2.291
					25.22	2.10166666666667
2002	January	1.738	0		1.738
2002	February	2.564	1.6		2.564
2002	March	2.687	6.66		2.687
2002	April	3.161	4.3		3.161
2002	May	2.645	4.9		2.645
2002	June	1.633	1.68		1.633
2002	July	1.49	2.79		1.49
2002	August	1.377	1.88		1.377
2002	September	1.418	3.85		1.418
2002	October	1.398	1.8		1.398
2002	November	1.923	3.85		1.923
2002	December	1.963	3.75		1.963
					23.997	1.99975
2003	January	1.927	1.84		1.927
2003	February	1.831	3.28		1.831
2003	March	3.446	3.5		3.446
2003	April	2.43	3.58		2.43
2003	May	2.951	8.85		2.951
2003	June	2.208	4.22		2.208
2003	July	3.019	6.95		3.019
2003	August	2.48	7.4		2.48
2003	September	2.202	5		2.202
2203	October	1.907	2.9		1.907
2003	November	2.49	3.1		2.49
2003	December	3.066	4.4		3.066
					29.957	2.49641666666667
2004	January	2.133	3.45		2.133
2004	February	1.93	0.8		1.93
2004	March	2.73	3.6		2.73
2004	April	1.79	2.1		1.79
2004	May	2.35	8.4		2.35
2004	June	2.39	6.1		2.39
2004	July	1.99	7.89		1.99
2004	August	1.98	6.4		1.98
2004	September	0.98	1.75		0.98
2004	October	1.2	3.62		1.2
2004	November	2.21	6.4		2.21
2004	December	2.31	2.05		2.31
					23.993	2
2005	January	3.07	11.42		3.07
2005	February	2.7	2		2.7
2005	March	2.31	3.25		2.31
